Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track
Carnival,Carnival Pack - EP,Kanye West,2/8/2024,QZA742422174,"3,711",22.2,465320426,324,"228,188",,,,,,,,26,1,,,,,,,,,,0
Swag Se Swagat,Tiger Zinda Hai (Original),Neha Bhasin,12/12/2017,INY091700034,"3,716",22.2,22317486,"4,244","2,598,110",50,1179253796,5477479,249200,2535364,48439256,"24,970,879",12,941,,,,,403,,,"389,397",,0
SEVILLA,SEVILLA,Thrife,8/12/2022,SE6XW2288884,"3,725",22.2,26054526,"23,652","1,011,837",41,1500755,20564,1585725,76687884,769574589,,1,8,,1,"2,681",1,,,,"298,281",,1
Chana Tera Shukriya,Jogiya Koe,Tanveer Anjum,7/15/2023,DGA062354084,"3,717",22.2,9015,4,95,6,,,1200000,2363999,55049957,,,,,,,,,,,212,,0
Caramelo - Remix,Caramelo (Remix),Leoo Remix,10/1/2020,QZNJV2032699,"3,733",22.2,144767,82,"2,477",,697719336,3167472,,,,"171,565,650",,,,,,,,,,,,0
GHOST!,GHOST!,phonk.me,12/2/2022,QZTB22273485,"3,713",22.2,127080399,"24,672","15,850,206",67,62472711,883285,,,,,7,,,5,"124,957",,"423,039",354,"8,501,292","311,493",,0
CUTE DEPRESSED,Cute Depressed - Single,Dyan Dxddy,2/2/2024,QZZ662413549,"3,726",22.2,54477192,"3,729","21,277,335",77,36326774,890834,,3460300,41400000,,2,1,,1,378,,,,,"120,049",,1
Inolvidable,Inolvidable,Ovy On The Drums,1/15/2020,USWL12000002,"3,712",22.2,256133319,"38,487","8,731,809",65,515007268,2900662,357700,35450027,341404786,"9,984",8,"1,434",,12,"11,915",,"1,589,215","1,776",,"1,247,248",,0
Lioness,Lioness,Swedish House Mafia,6/7/2024,USUG12403371,"3,710",22.2,2480498,776,"49,144,891",,144589,5727,,,,,24,32,,23,"1,512,955",27,"37,570",4,"13,294","13,506",,0
Zombie,Zombie,Bad Wolves,1/19/2018,USDPK1800004,"3,718",22.2,391235723,"77,293","8,225,027",6,133338318,1407929,104019,14567512,193481131,"2,330",9,"60,942",12,8,"9,221",33,"300,045,453","184,086",,"5,361,011",,0
NI BIEN NI MAL,X 100PRE,Bad Bunny,12/23/2018,QM7281884659,"3,735",22.2,461199840,"57,617","14,966,162",61,457134135,3745990,789376,16239631,170750243,"23,716,081",14,"2,191",21,13,"23,140",,"87,133,397","13,955","1,606,154","889,933",,1
MA��ANA SER��,MA��ANA SER��,KAROL G,2/23/2023,USUM72222550,"3,721",22.2,132811353,"12,970","4,805,498",66,53670834,569439,516300,12432832,163703206,,9,"4,052",18,4,"79,090",20,"27,113,778","7,037",,"212,091",,0
My Heart Goes (La Di Da),Only Honest On The Weekend,Becky Hill,8/20/2021,GBUM72102422,"3,736",22.2,300361628,"57,447","23,619,962",63,73752014,482554,3082,633965,11785929,"18,021,243",94,"104,475",25,47,"408,539",46,"11,794,498","1,503",,"1,988,562",,0
Candy Shop,Candy Shop,50 Cent,1/1/2005,USIR10500072,"3,732",22.2,954807024,"219,091","69,258,950",75,1230174677,8016633,313458,56619292,950938614,"379,363,177",76,"44,539",122,49,"662,226",25,"336,378,328","387,818","18,800,874","6,300,407",,1
ONLY,ONLY,LeeHi,8/27/2021,KRC712100039,"3,724",22.2,335212411,"50,340","7,777,287",71,154369917,1963254,411400,224149612,1513137827,"5,539,129",8,"3,885",8,1,"1,895",,"260,052","1,206",,"959,210",,0
Avalon,Avalon,$uicideboy$,5/21/2021,QZAPK2000176,"3,723",22.2,204669341,"54,797","3,940,409",65,49001959,441894,17568,4312773,49284460,"65,798,617",2,14,,,,,"4,218,125","3,630","21,572,723","288,456",,1
Puro Campe�,Puro Campe��n - Si,Grupo Marca Registrada,10/14/2022,USA2P2243895,"3,708",22.2,162996272,"20,521","5,076,875",61,137834966,708557,265100,5676478,72517463,,5,47,,,,,"16,395,222","1,958",,"338,327",,0
Esper��n,Esper��n,Manuel Turizo,12/7/2017,USQX91702666,"3,729",22.2,333106545,"25,970","7,253,202",59,982437656,2944717,81315,3138449,37754097,"200,120,108",18,"3,327",,11,"140,309",8,"35,770,201","4,370",,"1,055,124",,0
Gas Pedal,Gas Pedal - The EP,Sage The Gemini,3/19/2013,USUYG1027384,"3,751",22.1,253903241,"57,350","12,202,121",59,25539550,321940,101759,20788928,136052679,,25,"4,115",14,6,"23,224",,"239,853,559","1,580,905",,"2,408,827",,1
Landmines,Landmines,Sum 41,9/27/2023,QMRSZ2302172,"3,748",22.1,18708085,"6,754","7,014,623",,6801971,145932,,5671,68136,"5,104,817",14,"81,065",204,4,"159,332",27,"2,902,311",327,,"325,793",,1
Flowers,Flowers (Official Video),Miley Cyrus,1/12/2023,USSM22202811,"3,752",22.1,2031280633,1,92,,,,,,,,,,,,,,,,,,,0
"Mnike (feat. DJ Maphorisa, Nandipha808, Ceeka RSA & Tyron Dee)","Mnike (feat. DJ Maphorisa, Nandipha808, Ceeka RSA & Tyron Dee)",Tyler ICU,4/28/2023,ZB1OS2300183,"3,747",22.1,54611633,"19,814","4,852,560",61,25626713,241463,575800,50987040,681526979,,38,"3,127",21,4,"16,548",4,,,"104,375",,,1
DANCE CRIP,DANCE CRIP,Trueno,11/17/2021,ARRWN2000082,"3,754",22.1,265253887,"50,642","5,259,227",61,186689501,2429799,123504,81240604,704505804,"48,162,048",25,,,10,"117,988",10,,,,,,1
stellar,stellar,.diedlonely,6/23/2023,QM3DF2222961,"3,742",22.1,44235866,"6,022","1,268,699",66,5698615,142632,919217,181638749,1776006642,,4,6,,1,"43,207",,,,,"363,177",,0
En Tu Perra Vida,En Tu Perra Vida,Grupo Firme,5/12/2021,QZDQH2143285,"3,740",22.1,265126606,"24,857","13,763,202",53,336327870,1617604,35300,7194400,92652072,"18,970,945",14,"3,623",50,2,"3,684",21,"56,443,526","10,299",,"801,181",,1
Malibu,Malibu,Miley Cyrus,5/11/2017,USRC11700814,"3,763",22.1,810044838,"87,422","33,951,824",68,541704571,3988386,258494,158069295,1190522330,"78,787,707",136,"21,318",132,69,"429,231",33,"58,182,683","91,836",,"3,225,942",,0
Skin and Bones,Skin and Bones,David Kushner,1/19/2024,QZXDB2300047,"3,744",22.1,70354552,"9,185","8,922,438",,19123011,368576,,6440333,45949903,"123,899,368",17,"1,224",40,19,"64,690",21,"1,383,422",761,,,,0
Shut up My Moms Calling - (Sped Up),Shut up My Moms Calling (Sped up),Hotel Ugly,9/14/2022,SE6XY2215995,"3,746",22.1,428290193,"54,042","7,715,768",75,,,,,,,2,,,2,"27,653",8,"171,307",954,,"697,563",,0
Spinnin,Spinnin,Connor Price,10/21/2022,QZTAS2238500,"3,741",22.1,164206429,"49,659","12,999,272",63,12484960,163647,25200,18960431,182197234,,1,136,,,,,"3,424,202","2,471","2,238,898","776,674",,0
Baby Shark,Baby Shark & More Kids Songs,Super Simple Songs,3/24/2017,TCADE1784654,"3,749",22.1,53980875,"4,005","631,145",55,1065036315,1487277,490,10111,386999,"48,369,630",2,,,2,"2,138",3,"29,717,004","200,452",,"21,831",,0
BARBIEZ,Pa las Baby's Y Belikeada,Fuerza Regida,10/20/2023,QZ9QQ2300783,"3,759",22.1,90149537,"6,289","7,279,462",,61433874,291107,17800,3515375,38602611,"82,109,940",10,23,,2,318,1,"3,835,787","2,723",,"333,572",,1
Coladin,Ind��,Z�� Vaqu,10/27/2022,BCZZV2200032,"3,760",22.1,68110254,"5,563","9,739,787",62,220238857,1027402,293100,10599831,175981880,"203,704,889",13,35,,25,"498,753",2,678,,,"71,663",,0
"Coca Cola (From ""Luka Chuppi"")","Coca Cola (From ""Luka Chuppi"")",Tony Kakkar,2/4/2019,INS181900274,"3,757",22.1,84890640,"8,746","5,016,334",59,939513536,3629985,30600,496273,7092486,"138,637,329",17,723,,,,3,,,,"141,007",,0
Los Botones Azules,Mi Vida En Un Cigarro 2,Junior H,2/11/2022,USWL12200130,"3,758",22.1,409608018,"35,760","13,777,862",70,144073017,744920,121400,26034148,274609855,,17,30,7,3,"173,358",8,"39,188,317","8,249",,"522,412",,0
All By Myself,All By Myself,Alok,10/7/2022,DEE862201655,"3,764",22.1,153478699,"23,576","35,626,223",68,8834684,103744,,,,"13,208,107",66,"157,225",84,74,"2,068,935",18,"106,577",65,"45,258","1,187,709",,0
Dj Balada Boa X Pika Pika Kawenimeri,Dj Balada Boa X Pika Pika Kawenimeri,DJ USUP,3/2/2022,SGB502208098,"3,762",22.1,302568,285,"25,137",7,,,2957617,99826326,2026344214,,,,,,,,,,,,,0
Joli b��,Joli b��,Naza,9/11/2020,FRX762022181,"3,755",22.1,131677140,"35,653","2,205,297",57,198494925,1095673,1502712,37799046,559416339,"7,459,129",28,"8,632",,13,"168,510",2,"3,269",,"302,899","1,009,225",,1
Time of Our Lives,Time of Our Lives,Pitbull,11/17/2014,USRC11402647,"3,739",22.1,1283683926,"203,125","103,528,914",79,351633773,2243784,382535,88186338,590688494,"150,511,593",140,81,182,55,"140,012",7,,,,"8,020,959",,1
Blood // Water,Blood / / Water,grandson,10/27/2017,TCADI1720999,"3,745",22.1,658966178,"132,079","18,302,636",68,218493561,3016621,810429,139586105,1291420904,"12,908,888",10,"2,220",7,19,"142,206",15,"37,447,857","81,404",,,,0
Famous Hoes,Famous Hoes,NLE Choppa,12/10/2019,USWB11903266,"3,753",22.1,126680278,"37,176","2,555,897",54,114034780,1082538,23040,1288203,10857910,"617,599",3,,,3,"7,366",,"5,357,445","18,162","52,906,879","225,260",,1
AMOR PROPIO,AMOR PROPIO,Grupo Frontera,10/19/2023,DGA0H2357875,"3,756",22.1,59582290,"3,988","5,490,306",,72157125,363308,58300,9130133,102839961,"253,986,639",4,"1,906",145,6,"7,084,186",,"7,059,759",810,,"181,211",,0
Wreckage,Wreckage,Pearl Jam,4/17/2024,USUG12309753,"3,750",22.1,6247901,887,"15,777,506",,663933,13751,,,,,20,"21,108",1,5,"199,564",40,"961,938",114,,"83,381",,1
This Town,This Town,Niall Horan,9/29/2016,USUG11601029,"3,743",22.1,957810500,"107,486","73,687,531",74,174370096,2856158,309815,26476462,159860013,"14,483,762",104,"19,825",69,28,"109,552",12,"168,215,252","76,529","21,192,691","5,142,901",,0
Maybe You���re The P,Maybe You���re The P,Ava Max,4/28/2022,USAT22203651,"3,761",22.1,181659395,"24,137","10,925,511",62,50640948,470130,7766,5336041,87012707,"2,764,048,939",53,"186,049",732,29,"602,060",12,"3,213,326","1,247",,"1,366,573",,0
Lil Bit,Lil Bit,Nelly,10/23/2020,USQX92003343,"3,792",22,250828412,"40,989","10,401,884",61,47811498,451406,107173,16852819,158825909,"197,197",47,"52,253",156,3,78,22,"269,930,288","58,967",,"1,557,518",,1
Nenas,Nenas,Anni K,11/25/2022,QZNW72249626,"3,790",22,22362,5,"22,387",10,312422708,1133105,,,,,,4,,,,,,,,,,0
Rainy Days,Layover,V,8/11/2023,USA2P2339028,"3,776",22,253540909,"10,383","13,943,814",70,67113019,3432701,866,1173702,5236353,"119,265,847",4,"1,454",17,7,"115,953",6,"2,140,518",455,,"258,925",,0
Disaster,Disaster - Single,KSLV Noh,6/21/2021,QZHNC2184834,"3,784",22,258379092,"72,424","23,939,335",65,54540038,1019009,789667,165449639,1863921422,"28,228",12,1,,2,"83,044",,,,,"1,139,004",,0
Feelings,Feelings,Sumit Goswami,7/7/2020,INS172001990,"3,773",22,42067554,"4,380","426,039",54,698286046,7544844,78400,666432,7829359,"156,384,597",,,,,,,,,,"125,809",,0
Trouble With A Heartbreak,Trouble With A Heartbreak,Jason Aldean,1/14/2022,QMRSZ2102055,"3,770",22,54488988,"10,962","1,379,201",4,29552269,223336,12866,1632207,14048502,"230,979,355",,"279,457",77,1,"8,054",,"83,448,303","4,944",,,,0
Los Collares,Los Collares,Oscar Maydon,9/30/2022,USANG2210588,"3,769",22,332741927,"23,892","9,122,511",72,150888295,609166,23800,10579568,86648762,,5,,11,,,1,"244,982",553,,"332,463",,0
BLAQ ON BLAQ (feat. Luciano),BLAQ ON BLAQ (feat. Luciano),HoodBlaq,5/30/2024,DEKF22400486,"3,772",22,8033479,"1,347","7,618,938",70,1247875,50363,,,,,11,133,,6,"2,740,152",8,,,,"11,608",,1
Memories (feat. Kid Cudi),VIVA Club Rotation (Vol. 46),Kid Cudi,12/5/2008,FRZID0900480,"3,778",22,923932404,"261,469","53,941,189",63,589202937,3297320,818905,254252068,1972131587,"146,327,127",64,"23,424",20,62,"1,176,459",24,"215,592,925","162,928",,"8,619,668",,0
It's That Time,It's That Time,Marlon Hoffstadt,4/21/2023,QM4TX2371595,"3,789",22,29365536,"28,087","18,522,511",62,3502786,57445,13139,11053278,124006258,,4,"2,430",,4,"84,348",18,"1,387",,"6,407,526","343,152",,0
Do Not Climb,Do Not Climb,Claps,3/16/2023,AUXN22297509,"3,780",22,2723,11,237,,250777729,329563,,,,,,10,,,,,,,,,,0
M��lanine (feat. Were,M��la,Heuss L'enfoir�,5/3/2024,FRPZ92417040,"3,786",22,14500608,"1,528","6,768,397",71,7766177,77814,,,,,18,784,,16,"18,340,167",20,,,,"201,571",,1
Bakkal Amca,Bakkal Amca,Kukuli,5/10/2021,QZHN62167502,"3,775",22,5755295,850,"54,262",36,565493630,1545650,702,43785,1040868,,,17,,,,,,,,"22,228",,0
Martes 13,Martes 13 - Single,Luis R Conriquez,5/17/2024,QM6N22452000,"3,768",22,12809544,967,"11,244,203",,7124556,79550,,,,"125,856,157",7,1,,1,"33,919",10,"479,105",272,,"55,391",,1
Jom ka du me t��,Jom ka du me t��,Dafina Zeqiri,5/31/2024,QZNFJ2402633,"3,791",22,1196257,208,"567,656",57,7023287,34395,,,,,2,1,,,,,634,,,"7,750",,0
BellaBella,Bella Bella (feat. Scelo),Vanco,2/23/2017,ZA4MG1700001,"3,783",22,3835,12,142,1,1438604417,6279411,,,,"274,134,343",,15,,,,,,,,,,0
Long Journey,Nostalgia,Rod Wave,9/15/2023,USQX92305193,"3,765",22,26215354,"6,248","524,752",,16885737,135693,,7673272,63529208,"10,588,113",2,11,,,,3,"6,571,777","5,569","7,735,532","172,649",,1
Die A Happy Man,Die a Happy Man - Single,Thomas Rhett,1/1/2015,USLXJ1507199,"3,782",22,622198235,"53,548","22,066,757",66,281739663,1138264,10615,2053389,18928214,"349,194,533",56,"90,639",88,13,"16,131",33,"801,952,029","239,101",,"2,864,850",,0
Dah Dah DahDah,Who is Nardo Wick?? (Deluxe),Nardo Wick,7/22/2022,USRC12202590,"3,766",22,142262820,"53,038","20,272,136",63,35675859,373352,134014,53648356,365465494,"323,596",18,"2,393",125,3,"25,942",21,"23,389,178","10,534",,,,1
Cab In A Solo,Cab In A Solo - Single,Scotty McCreery,8/18/2023,USQX92304263,"3,787",22,11614161,"2,375","2,311,705",55,3113363,29826,49,63079,1218414,,3,"118,584",3,,,1,"11,488,894","1,262","136,514","311,403",,0
S��,S��,Anuel AA,11/18/2021,QMDA62184373,"3,771",22,200764254,"45,002","9,737,159",57,217898959,1101215,21898,1749382,28799405,"206,809,601",35,"2,877",24,4,"42,446",5,"12,777,518","1,196",,"447,896",,1
Bachke Bachke (feat. Yarah),Making Memories,Karan Aujla,8/18/2023,CAW112300246,"3,779",22,53303131,"6,899","2,394,704",61,78846057,671469,47600,1633000,24708801,"13,938,421",3,7,,,,1,"12,987",,"2,645,810","88,579",,0
Fed Up,ANTI-ICON,Ghostemane,10/21/2020,ZZOPM2003235,"3,785",22,219841054,"71,843","10,101,641",64,128686770,2638466,942400,98450996,1206875855,"19,927,196",3,9,9,1,"18,907",,"7,734,384","6,674",,"1,998,537",,1
Slide,Slide,H.E.R.,9/27/2019,USRC11902505,"3,781",22,224529894,"50,674","7,520,303",53,268061194,2237400,37352,15530760,112923227,"61,743,322",43,"92,023",9,13,"19,900",33,"132,646,262","52,719","3,325,890","2,404,340",,1
"Udd Jaa Kaale Kaava (From ""Gadar 2"")","Udd Jaa Kaale Kaava (From ""Gadar 2"") - Single",Udit Narayan,6/29/2023,INZ031413259,"3,774",22,4527224,392,"329,325",,179686266,2633829,,,,"87,239,915",4,278,,,,2,,,,"24,030",,0
Be The One,Be The One,Eli Brown,3/31/2023,GBUM72302199,"3,777",22,75309953,"34,283","39,325,226",67,9963983,111125,4789,2241743,22133936,"61,165",20,"3,716",39,14,"152,042",22,"827,038",257,"3,389,875","330,883",,0
Top 10 staTues tHat CriEd bloOd,POST HUMAN: NeX GEn,Bring Me The Horizon,5/24/2024,GBARL2400277,"3,788",22,13330547,"1,675","21,053,939",73,35472,3979,,,,,23,"1,603",1,13,"359,329",43,"337,651",47,"34,485","18,299",,0
This City,Not a Hobby,Sam Fischer,1/19/2018,TCADL1840559,"3,767",22,633467655,"74,321","32,015,799",63,26434293,260550,1414817,162027612,1120361528,"5,356",109,"43,085",83,44,"297,171",4,"34,430,527","25,733","27,508,804","1,565,404",,0
Os Bico T��o Se Perguntando (Let��,Os Bico T��o Se Perguntando (Let��,MC PH,4/7/2023,BXG6R2300280,"3,801",21.9,131981248,"15,020","12,049,822",65,127960114,714022,27489,2506579,33156781,"3,350,968",8,2,,12,"221,427",3,229,,,"99,846",,1
Last Time I Saw You,Last Time I Saw You,Nicki Minaj,9/1/2023,USUM72312706,"3,818",21.9,66513420,"12,490","4,973,699",,15485803,395896,31322,8225518,87668727,"39,600,226",27,"38,078",39,13,"357,821",15,"15,827,496","2,448",,"356,162",,0
Precision,Precision,Big Sean,3/22/2024,USUM72400673,"3,795",21.9,7569031,"2,152","10,280,933",,1937815,74131,,,,"1,563,442",23,"26,501",215,8,"112,913",32,,,,"123,954",,1
Did Me Wrong,B4 BOA - Single,A Boogie Wit da Hoodie,9/8/2023,USAT22308669,"3,820",21.9,32916107,"13,096","12,843,743",,10840662,167538,30,1709,20835,"174,648,683",5,"56,320",282,,,,"4,820,297",622,,"370,210",,1
Cry No More (feat. Tay Keith),Cry No More (feat. Tay Keith),Headie One,4/19/2024,GBARL2400420,"3,804",21.9,13712090,"3,148","14,042,635",,3889395,76350,,,,"26,701,987",14,"2,005",,18,"1,746,831",37,"27,546",8,"356,418","158,997",,1
������������������������������������������������������������ (Fade),������������������������������������������������������������ (Fade) - Single,Jeff Satur,9/23/2022,THW092201719,"3,811",21.9,41494349,"6,516","1,169,599",52,267216988,1757325,73081,14349551,102354732,"31,309,561",11,"1,619",,,,,,,,"76,255",,0
Get Back,Meet The Woo 2,Pop Smoke,2/7/2020,USUM72002036,"3,800",21.9,355137565,"123,588","10,315,713",64,45164581,408483,684467,61667693,637177334,"15,755",7,154,,3,"1,969",2,"14,235,351","8,123",,"1,086,060",,1
Panic Room,Panic Room,Au/Ra,2/9/2018,GBARL1702250,"3,821",21.9,256361762,"54,160","11,403,808",63,183409458,2721404,613379,49207504,298147047,"78,649",26,352,,12,"58,691",,"66,736,932","55,676","152,596","747,708",,0
DJ BIWIR BEUREUM-BEUREUM JAWER HAYAM PANO COKLAT KOPI SUSU - RUNTAH,DJ BIWIR BEUREUM-BEUREUM JAWER HAYAM PANO COKLAT KOPI SUSU - RUNTAH,DJ MANIKCI REMIX,8/16/2022,HKK972235335,"3,810",21.9,5101261,"1,599","427,725",,,,2301734,63429404,1190306094,,,,,,,,,,,,,0
2002,NOW That's What I Call Music! 100,Anne-Marie,7/20/2018,GBAHS1800484,"3,807",21.9,,116,"163,402",,1074810575,9084288,,,,"1,922,515,947",,,,,,,,,,,,0
Baila Conmigo (feat. Kelly Ruiz),Baila Conmigo (feat. Kelly Ru��,Dayvi,12/28/2018,MXF011900173,"3,797",21.9,417257612,"76,682","17,689,258",62,301418451,2797161,254653,14054827,219625896,"11,788,182",71,"15,903",40,30,"1,207,372",7,"106,581,925","52,833",,"5,980,614",,0
Problemas de um Milion��,Problemas de um Milion��,WIU,4/10/2024,BXW922400001,"3,806",21.9,34042262,"3,323","20,484,664",74,11039801,333828,,,,,7,297,,19,"12,759,549",11,,,,"71,762",,1
Noticed,Noticed,Lil Mosey,7/20/2018,USUM71809565,"3,819",21.9,727014998,"114,135","13,562,882",65,348078879,3056099,9928,2804253,25640147,"49,905,291",13,192,84,16,"43,022",1,"36,207,229","61,967",,"1,122,407",,1
Shoota (feat. Lil Uzi Vert),Die Lit,Playboi Carti,5/11/2018,USUM71804149,"3,809",21.9,686323132,"165,691","25,912,755",70,168225696,1829885,148928,59068777,343926725,"9,688,256",48,253,45,7,"18,702",2,"9,008,346","21,282",,"964,881",,1
Happy Birthday,Happy Birthday,Jovanie,3/22/2019,QM4TX1990759,"3,793",21.9,37866,449,"53,427",3,1855597,35730,6000000,40025187,567183479,,,3,,,,,"15,747",604,,"60,542",,0
The Greatest,The Greatest,Sia,1/1/2016,USRC11601332,"3,812",21.9,669427500,"66,668","19,682,111",62,864787930,6096976,1407988,56322493,363488557,"149,246,216",49,76,60,35,"195,266",30,"90,606,690","25,392",,,,0
Ignite,Ignite,Alan Walker,5/11/2018,NOG841803010,"3,815",21.9,339954855,"61,901","8,272,313",64,669877400,6308434,411372,16903913,215231253,"199,672,186",14,"7,518",,6,"77,388",9,"11,727,727","11,943",,"2,570,303",,0
Sharing Locations (feat. Lil Baby & Lil Durk),Sharing Locations (feat. Lil Baby & Lil Durk),Meek Mill,8/27/2021,USAT22105014,"3,805",21.9,172558590,"71,478","11,466,134",53,74993454,802824,10524,8222888,80999687,"185,526,045",49,"26,889",294,14,"547,022",20,"49,183,554","6,310",,"851,112",,1
G���p ����i,G���p ����i,Tu���n,9/21/2023,US38Y2304586,"3,794",21.9,1880312,408,"22,223",,58299522,173898,525671,5937642,168468483,"2,119,803",,,,,,,,,,"10,918",,0
Vette Motors,Vette Motors - Single,YoungBoy Never Broke Again,6/10/2022,USAT22207312,"3,814",21.9,80585683,"16,202","12,738,423",19,88959234,770086,20100,5242187,42977111,"332,784,168",3,"1,144",,1,"4,717",7,,,"19,542,228",,,1
Only Fine Girl,Only Fine Girl - Single,Spyro,9/29/2023,ZA56E2305137,"3,816",21.9,2490826,513,"66,602",,2189347,14151,851300,5350656,69943676,"8,865,887",3,627,,,,,"2,961",,,"224,804",,0
EVIL EMPIRE,YOUNG GENIUS,Lil Mabu,4/5/2024,USUYG1539670,"3,803",21.9,6097493,765,"183,087",,25736622,369780,,369800,3300000,"126,682,615",,1,,,,,"169,839","3,804",,"56,295",,1
Overwhelmed,Overwhelmed,Royal & the Serpent,6/26/2020,USAT22002973,"3,813",21.9,189175699,"49,325","8,000,164",62,14575452,497747,2335837,210789823,2001548087,,14,"22,497",163,6,"74,359",6,"16,754,992","17,139","5,117,469","1,456,206",,0
Good as Hell,Good As Hell,Lizzo,3/9/2016,USAT21600354,"3,799",21.9,627625151,"76,581","23,235,611",66,275081528,3556731,467531,128360660,1187485509,"283,433,005",41,"313,398","1,496",36,"605,881",62,"183,082,560","175,834",,"5,017,737",,0
Caroline,Caroline,Amin�,3/9/2016,USCGH1697037,"3,802",21.9,761038233,"121,158","21,027,698",64,71245011,686801,470451,28814118,131813469,,129,"2,299",3,18,"61,319",10,"262,393,898","433,934",,"3,258,289",,1
Mon ami,Mon ami,Tiesco le sultan,10/10/2023,TCAHN2316445,"3,808",21.9,9452,3,37,,,,797100,4290586,54998866,,,,,,,,,,,"19,456",,1
Zombie Dance with New DB Heroes,Mummy Dance with Family,D Billions,12/8/2023,AEA0Q2376389,"3,796",21.9,37396,4,"3,608",,98338088,56214,,,,,,,,,,,,,,,,0
